index	sentence
251	 / 1151994279679549441   … $ 
252	 # Bitcoin # CryptocurrencyNews # Cryptocurrency # Crypto # Blockchain # Altcoins # Money # Trading # Currency # Market # Investing # HODL # Assets # BTC # DYOR # Charts # BitcoinIsBack # Bitcoin2019 atus / 1151346123186946048   … $ 
253	Hodl on and let ‘network effects’ be your friend . $ 
254	Moral of the story is , either just HODL ( and pray ) , or use such studies as a context to help generate trade ideas instead of trading them blindly and outright ( unless you are HFT / market maker kind who for providing liquidity etc and have an arsenal of such tiny edges . $ 
255	pls someoen hodl my twaers $ 
256	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1150646331934949376   … $ 
257	Love Kriev’s work $ 
258	 $ 
259	They don’t understand much because the majority of them don’t even trade , buy , hodl , pray . $ 
260	fuck . . . lots see with em every day which rules - best way to learn $ 
261	"That ' s fine but lets not make this a gender thing for everyone . It ' s a "" crypto currency "" vs Bitcoin thing for me . $ "
262	Right ? I’ve literally never felt more bullish $ 
263	XRP is either going to 10k in 2 - 10 years as I’ve stated or you’re right they will manipulate the shit out of it and it will be a fking stablecoin like libracoin either way I hopium for the best or hodl through the worst # winwin $ 
264	I have to counter this - it ' s subjective based on how you draw the upper curve . You disregard the real tops ( draw through them ) ; just do this slightly differently and suddenly , magically , $1M end of 2015 is a possibility . $ 
265	We ' re out of # HODL hibernation - get a free coincafe . com   account # ToTheMoon # BTCBigMove $ 
266	IDGAF about merchants accepting bitcoin . You get rich by holding what is scarce and getting rid of what is not scarce . If I want to buy something I ' m more than happy to offload fiat , and hodl my scarce btc . It ' s about sound money , not buying a latte electronically . $ 
267	I did D , S , and Leibniz for Rationalists and Locke , Berkeley and Hume for Empiricists . That was my Early Modern requirement . Late modern was Kant Kant Kant Kant Kant . I do love Kant though . $ 
268	Sounds like a lot of people who did not know what they were doing , trying to x100 off of some chart they saw on Twitter . Pro tip : If you aren’t ok losing it don’t trade it . $ 
269	HODL IP WHAT I THATWHA FDHDNW TOGHWNE FWHEN WHAT WHEN WHERE WHAT WHEN WHENE EN RG BNCNCM MAK LQLQLWO $ 
270	my daughter turned 7 last week and she wont either - its a great thought $ 
271	ビットバンク最強間違いなし！ LISK上場してほしいです。 $ 
272	Definitely Malta $ 
273	HODL ON - Bitcoin Gorilla - Can you feel the pumpening ?   via @ YouTube $11 , 300 here I’ll watch $10 , 300 - 10 , 109 for Reentry $ 
274	Ahhh , right . Yeah , i told him that noobs will screw themselves over when they start merging utxos . $ 
275	Sell it . Sell that $ bch now or forever hodl your dick in your hand . $ 
276	Why would \ * criminals \ * use $ btc ? That ' s the most outrageous thing I have ever heard . Criminals might HODL BTC , but using it would be the dumbest move anyone could ever make . Might as well cash a cheque ( ) thru the bank for the kilos of cocaine . What a stupid idea this is $ 
277	Its not scam ! ! ! i realy win 34000XRP now $ 
278	 # forextrader # binance # hodl # blockchaintechnology # success # binaryoptions # wealth # cryptomining # bitcoinprice # cryptoworld # finance # stocks # altcoins # trade # millionaire # usa # bitcointrading # forexsignals # investors # cryptoinvestor # motivation # bitcoinexchange # ltc $ 
279	Than patience and HODL for 7 years $ 
280	Have i misjudged ? I think so yes . But i also think todays low shall hodl or rekt $ 
281	me2 - bullish alts for sure $ 
282	PCのTwitterのデザインが変わって使いづらい！ $ 
283	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2YbrGbj   $ 
284	 @ CashApp When Europe , please ? $ 
285	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151499430559981568   … $ 
286	0 , 19 0 , 10 aralığı ihtimaller dahilimi hocam aman yarabbim $ 
287	Twitter : ' Market is gonna crash , Recession soon ! ! ' Bitcoin : ' hodl my beer ' # bitcoin # BTC # Litecoin # Crypto $ 
288	Al negociar con fondos prestados puede multiplicar sus beneficios . Sin embargo , las pérdidas también pueden ser mucho mayores . Le contamos cómo aumentar sus posibilidades de ganar . ow . ly / aaas50v0Dlt   $ 
289	Seriously people : no one cares about hijacking your camera . They want your credit card # and to encrypt / erase you data and extort your $ HODL - coins $ 
290	Você o está desmerecendo com essa pergunta , mas acho q ele não liga . $ 
291	HODL FREEDOM ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! # Bitcoin # Litecoin $ 
292	 # Bitcoin # CryptocurrencyNews # Cryptocurrency # Crypto # Blockchain # Altcoins # Money # Trading # Currency # Market # Investing # HODL # Assets # BTC # DYOR # Charts # BitcoinIsBack # Bitcoin2019 atus / 1151927244123725827   … $ 
293	False . He has the amount minus two fees . And yeah , like the unbanked man in need of cash for whatever reason will be down for the hodl . Your bcore bullshit is for the birds . $ 
294	What happened to the all hard Irish men ? You survived 500 years of British oppression but wont survive 50 years of socialism . You fought to be yourself and now give it all away for political correctness . $ 
295	 # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail and  bizpayecrypto . io /   / 1151438951397437440   … $ 
296	Bitcoin $ 
297	FacebookリブラについてコメントするRipple CEO Bradの最新のインタビューのまとめを作成しました。今回は特に新しいことを言ってませんが、雰囲気だけでも掴めればと。 （速攻で作ったので細かい誤字誤訳は見逃してちょ） $ 
298	Have you had a chance to look at NOIA Network ? Pic attached from their recent tokenomics white paper . Solid project \ + tiny supply \ + requirement to hodl 0 . 01 % of circulating supply to be eligible for staking rewards = Recipe for MAJOR moon mission . $ 
299	DISCOVERED a fantastic way of making Profits From Automated Arbitrage , I am HODLing $650 of ETH running \ [ AI \ ] BOT and the results have been phenomenal everyone should HODL some Crypto literally makes you profits while you sleep . = = >   $ 
300	Sign up for free daily tokens at # SwiftDemand . Spend them on a range of products or # hodl them for a rainy day ! eyavalos   … $ 
301	People still think models mean nothing and that all the info originally came from one non credible analyst ' s charts . l / status / 1151413950376005632   … $ 
302	 bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail @ BIZpaye / 1150298976857575424   … $ 
303	昔から積み重ねるのがダメで努力ができないんですよ。 一貫性が無い。 世に言う世渡り上手でなんとかなってますが40過ぎると不安に襲われることが増えてきます。 漠然としないやつです。 会社が無くなるとほんと何もないないんですよ。 家族すら守れなくなります。 $ 
304	Hey , check this out : \ [ Chinese Court Declares Bitcoin a Legally Protected Asset : Report \| The Daily Hodl \ ] ( via Quarry app ) quarryshare . page . link / mdTaDoyxKT78WK N69   … $ 
305	This is awesome ! Thanks for being an amazing partner on this journey together ! $ 
306	Yeah , but I ' ve more than made up for it by stuffing the heck out of my XRP bags over the last two years . Only real regret , should ' ve sold all of them during last Bull Run , I was up a bunch on all of my sh \ * t coins , now they ' re worth nothing . HODL = REKT : ) $ 
307	Yeah ! status / 1151428159956541441 ? s = 19   … $ 
308	 @ PropyInc $ 
309	My hodl game strong . . . But I ' ll start measuring in sats because I need to get familiar with the conversation $ 
310	Cool he won 57 one year . Still overrated . Have fun watching basketball this year btw . Lemme know how that goes $ 
311	Excited to share this item from my # etsy shop : Monero hat , Cryptocurrency snapback , hodl crypto , summer hat , gift , XMR etsy . me / 2YX20MC   $ 
312	 # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail and  bizpayecrypto . io /   / 1151499430559981568   … $ 
313	HODL to the moon ! $ 
314	I take it back Chad . Apologies . $ 
315	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2Yl9n3K   $ 
316	Given most people hodl $ DRGN for # DDSS and the low supply on the exchanges , it should not take all that much volume to propel us to $ . 50 . Is that asking too much ? One strong announcement and we should be there . $ 
317	Way too long and an email should have been sent to all customers not a tweet your customers aren ' t all on twitter but you do have their email address $ 
318	That ' s not how taxes work . $ 
319	My hypothesis . I didn’t read any of it as her turning on Ripple . If I had to guess , she had a convo with Jed about why the XLM network has gone down ( I think twice now ? ) . He probably said there wasn’t enough redundancy in the system . She relayed to Nick Bougalis , and they . . . $ 
320	次のリーマンショック級後、大暴落した後拾う会社 ほぼ絞り込めましたね。 経営陣の盤石とバトンタッチの不安 利益率、技術の独自性 それらを踏まえ 村田製作所にしました。 大暴落後、鬼買いします。 ショック級なければ買わない、それだけ $ 
321	ポンコツダンス部、メンバー募集中です @ makason2 $ 
322	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Z03t59   $ 
323	For the newbies to # XRP . $7 , 000 , 000 , 000 , 000 is the market cap of Gold . The vast majority of y’all won’t buy # XRP until it hits that point . Moral of the story is that we are telling you today . Buy . $ XRP # XRP $ 
324	They hodl coin tatus / 1151504261664182272   … $ 
325	DISCOVERED a fantastic way of making Profits From Automated Arbitrage , I am HODLing $650 of ETH running \ [ AI \ ] BOT and the results have been phenomenal everyone should HODL some Crypto literally makes you profits while you sleep . = = >   $ 
326	" "" What if i told you , Some day soon we wont need off Ramps "" # Bitcoin $ "
327	Big money ain ' t gonna pump stupid shit this time around . They ' re taking that monster hodl in shitcoins like $ bch and puttin it to good use . Watch . $ 
328	Love that this is at the bottom of every @ CashApp Fiat transaction receipt $ 
329	If you can’t spell \ * defense \ * please don’t speak on it . . . I swear people are ridiculously uneducated and it’s so so sad tatus / 1151485318404685824   … $ 
330	Which altcoin would you hodl until the end ? $ 
331	So no job better than low paying jobs ? Tax dollars from those wages ? More sign of life from local supporting business like maintenance , house keeping , restaurants , mechanics , grocery stores ect . . . $ 
332	Long term hodl . Dips lower might buy more ? # 0doubt $ 
333	Digital Assets is here to stay DYOR $ 
334	I just typed Stake HODLER instead of Stake holder . I guess I am in this for a long time now . # HODL # Crytocurrency $ 
335	 # HODL # Raven Protocol Good potential Project # Moon Boy One of my Favorite Coin bnb1eaca24xyzcnjn5y5vuvlqavk92q7gprq938fq0 $ 
336	Para que la Reserva Federal diga esto , es porque el $ BTC está haciendo las cosas bien . . y poco a poco más personas empiezan a darse cuenta del enorme valor que tiene . . # HODL # ToTheMoon # OroDigital # sorteojuliobitcobie   … $ 
337	The pump from the past few days extreme bullishness will be delayed by the traditional banking rails . As of course is tradition . $ 
338	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151499430559981568   … $ 
339	Buy at 5 . 5k and hodl $ 
340	Sign up for free daily tokens at # SwiftDemand . Spend them on a range of products or # hodl them for a rainy day ! ararus   … $ 
